party_id,time,level,job,spec,map,date,valid,valid_spec,spec_by_level,avg_spec_by_level,spec_filled,spec_distance,avg_distance_per_job
2,오전 12:33,105,썬콜,650,붉켄,2024-12-19,True,True,6.190476190476191,6.212018881256636,650.0,643.7879811187433,793.1213144520767
2,오전 12:33,118,썬콜,726,붉켄,2024-12-19,True,True,6.1525423728813555,6.212018881256636,726.0,719.7879811187433,793.1213144520767
13,오전 12:34,128,불독,795,협동,2024-12-19,True,True,6.2109375,6.2109375,795.0,788.7890625,788.7890625
18,오전 12:34,124,용기사,4200,블와둥,2024-12-19,True,True,33.87096774193548,34.72669387854395,4200.0,4165.273306121456,4411.364215212365
34,오전 12:35,144,허밋,2652,망용둥,2024-12-19,True,True,18.416666666666668,18.446820958045254,2652.0,2633.5531790419545,2415.6781790419545
41,오전 12:35,127,용기사,4370,블와둥,2024-12-19,True,True,34.40944881889764,34.72669387854395,4370.0,4335.273306121456,4411.364215212365
51,오전 12:35,138,허밋,2540,협동,2024-12-19,True,True,18.405797101449274,18.446820958045254,2540.0,2521.5531790419545,2415.6781790419545
55,오전 12:36,100,레인저,2380,듀파,2024-12-19,True,True,23.8,22.312473882012206,2380.0,2357.687526117988,2402.6875261179875
55,오전 12:36,99,허밋,1840,듀파,2024-12-19,True,True,18.585858585858585,18.446820958045254,1840.0,1821.5531790419548,2415.6781790419545
55,오전 12:36,95,크루세이더,3100,듀파,2024-12-19,True,True,32.63157894736842,32.40305715850184,3100.0,3067.5969428414983,4185.596942841498
56,오전 12:36,153,허밋,2982,큰둥,2024-12-19,True,True,19.49019607843137,18.446820958045254,2982.0,2963.5531790419545,2415.6781790419545
57,오전 12:36,119,용기사,4100,듀파,2024-12-19,True,True,34.45378151260504,34.72669387854395,4100.0,4065.2733061214562,4411.364215212365
59,오전 12:36,110,썬콜,704,붉켄,2024-12-19,True,True,6.4,6.212018881256636,704.0,697.7879811187433,793.1213144520767
67,오전 12:36,110,용기사,3700,하둥,2024-12-19,True,True,33.63636363636363,34.72669387854395,3700.0,3665.2733061214562,4411.364215212365
70,오전 12:37,157,용기사,5650,블와둥,2024-12-19,True,True,35.98726114649681,34.72669387854395,5650.0,5615.273306121456,4411.364215212365
70,오전 12:37,128,용기사,4650,블와둥,2024-12-19,True,True,36.328125,34.72669387854395,4650.0,4615.273306121456,4411.364215212365
70,오전 12:37,157,크루세이더,5040,블와둥,2024-12-19,True,True,32.10191082802548,32.40305715850184,5040.0,5007.596942841498,4185.596942841498
89,오전 12:37,145,허밋,2600,깊바협,2024-12-19,True,True,17.93103448275862,18.446820958045254,2600.0,2581.5531790419545,2415.6781790419545
91,오전 12:38,152,허밋,2900,망둥쩔,2024-12-19,True,True,19.07894736842105,18.446820958045254,2900.0,2881.5531790419545,2415.6781790419545
91,오전 12:38,135,프리스트,840,망둥쩔,2024-12-19,True,True,6.222222222222222,6.293080077227747,840.0,833.7069199227723,796.2069199227723
100,오전 12:38,120,허밋,2200,망용둥,2024-12-19,True,True,18.333333333333332,18.446820958045254,2200.0,2181.5531790419545,2415.6781790419545
103,오후 9:06,114,프리스트,730,망용둥,2024-12-19,True,True,6.4035087719298245,6.293080077227747,730.0,723.7069199227723,796.2069199227723
106,오후 9:06,130,허밋,2400,협동,2024-12-19,True,True,18.46153846153846,18.446820958045254,2400.0,2381.5531790419545,2415.6781790419545
109,오후 9:06,116,저격수,2733,오징어,2024-12-19,True,True,23.560344827586206,23.560344827586206,2733.0,2709.439655172414,2709.439655172414
109,오후 9:06,114,레인저,2470,오징어,2024-12-19,True,True,21.666666666666668,22.312473882012206,2470.0,2447.687526117988,2402.6875261179875
112,오후 9:07,154,허밋,3030,망둥쩔,2024-12-19,True,True,19.675324675324674,18.446820958045254,3030.0,3011.5531790419545,2415.6781790419545
114,오후 9:07,117,레인저,2640,오징어,2024-12-19,True,True,22.564102564102566,22.312473882012206,2640.0,2617.687526117988,2402.6875261179875
125,오후 9:07,143,크루세이더,4772,깊바협,2024-12-19,True,True,33.37062937062937,32.40305715850184,4772.0,4739.596942841498,4185.596942841498
138,오후 9:08,104,용기사,3550,듀파,2024-12-19,True,True,34.13461538461539,34.72669387854395,3550.0,3515.2733061214562,4411.364215212365
138,오후 9:08,88,크루세이더,2900,듀파,2024-12-19,True,True,32.95454545454545,32.40305715850184,2900.0,2867.5969428414983,4185.596942841498
150,오후 9:08,140,썬콜,870,협동,2024-12-19,True,True,6.214285714285714,6.212018881256636,870.0,863.7879811187433,793.1213144520767
158,오후 9:08,120,프리스트,753,검켄,2024-12-19,True,True,6.275,6.293080077227747,753.0,746.7069199227723,796.2069199227723
162,오후 9:09,126,용기사,4100,듀파,2024-12-19,True,True,32.53968253968254,34.72669387854395,4100.0,4065.2733061214562,4411.364215212365
164,오후 9:09,97,레인저,2000,붉켄,2024-12-19,True,True,20.61855670103093,22.312473882012206,2000.0,1977.6875261179878,2402.6875261179875
170,오후 9:09,119,크루세이더,3800,협동,2024-12-19,True,True,31.932773109243698,32.40305715850184,3800.0,3767.5969428414983,4185.596942841498
176,오후 9:09,137,썬콜,850,불어전,2024-12-19,True,True,6.204379562043796,6.212018881256636,850.0,843.7879811187433,793.1213144520767
185,오후 9:09,138,크루세이더,4400,블와둥,2024-12-19,True,True,31.884057971014492,32.40305715850184,4400.0,4367.596942841498,4185.596942841498
188,오후 9:09,101,허밋,1820,협동,2024-12-19,True,True,18.019801980198018,18.446820958045254,1820.0,1801.5531790419548,2415.6781790419545
189,오후 9:10,120,프리스트,768,불어전,2024-12-19,True,True,6.4,6.293080077227747,768.0,761.7069199227723,796.2069199227723
194,오후 9:10,120,프리스트,752,불어전,2024-12-19,True,True,6.266666666666667,6.293080077227747,752.0,745.7069199227723,796.2069199227723
220,오후 9:11,147,허밋,2744,블와둥,2024-12-19,True,True,18.666666666666668,18.446820958045254,2744.0,2725.5531790419545,2415.6781790419545
228,오후 9:11,123,허밋,2300,협동,2024-12-19,True,True,18.69918699186992,18.446820958045254,2300.0,2281.5531790419545,2415.6781790419545
228,오후 9:11,130,용기사,4600,협동,2024-12-19,True,True,35.38461538461539,34.72669387854395,4600.0,4565.273306121456,4411.364215212365
232,오후 9:11,122,허밋,2109,망용둥,2024-12-19,True,True,17.28688524590164,18.446820958045254,2109.0,2090.5531790419545,2415.6781790419545
240,오후 9:11,163,썬콜,996,망용둥,2024-12-19,True,True,6.110429447852761,6.212018881256636,996.0,989.7879811187433,793.1213144520767
248,오후 9:12,157,프리스트,972,큰둥,2024-12-19,True,True,6.191082802547771,6.293080077227747,972.0,965.7069199227723,796.2069199227723
