party_id,time,level,job,spec,map,date,valid,valid_spec,spec_by_level,avg_spec_by_level,spec_filled
8,오후 5:43,122,허밋,2100,협동,2024-12-13,True,True,17.21311475409836,17.62756966517087,2100.0
8,오후 5:43,149,썬콜,920,협동,2024-12-13,True,True,6.174496644295302,6.1734808301095985,920.0
34,오후 5:44,140,크루세이더,4570,깊바협,2024-12-13,True,True,32.642857142857146,32.642857142857146,4570.0
45,오후 5:44,123,허밋,2160,듀파,2024-12-13,True,True,17.5609756097561,17.62756966517087,2160.0
46,오후 5:44,150,프리스트,915,큰둥,2024-12-13,True,True,6.1,6.0572463768115945,915.0
48,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True,18.217391304347824,17.62756966517087,2514.0
109,오후 5:45,133,허밋,2330,망용둥,2024-12-13,True,True,17.518796992481203,17.62756966517087,2330.0
112,오후 5:45,134,썬콜,830,레와둥,2024-12-13,True,True,6.1940298507462686,6.1734808301095985,830.0
117,오후 5:46,126,썬콜,797,망용둥,2024-12-13,True,True,6.325396825396825,6.1734808301095985,797.0
194,오후 5:46,138,프리스트,830,큰둥,2024-12-13,True,True,6.0144927536231885,6.0572463768115945,830.0
202,오후 5:47,146,썬콜,876,듀파,2024-12-13,True,True,6.0,6.1734808301095985,876.0
